123
         408894 function calls (408463 primitive calls) in 2.293 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:862(ResourceManager)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:866(__init__)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:869(resource_exists)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:885(resource_stream)
        1    0.014    0.014    0.084    0.084 pkgdata.py:18(<module>)
        1    0.000    0.000    0.001    0.001 pkgdata.py:34(getResource)
       46    0.000    0.000    0.000    0.000 pkgutil.py:173(__init__)
       52    0.000    0.000    0.000    0.000 pkgutil.py:358(get_importer)
        1    0.000    0.000    0.000    0.000 polynomial.py:19(RankWarning)
        1    0.002    0.002    0.006    0.006 polynomial.py:3(<module>)
        1    0.012    0.012    0.015    0.015 polynomial.py:48(<module>)
        1    0.000    0.000    0.000    0.000 polynomial.py:899(poly1d)
        1    0.000    0.000    0.000    0.000 polytemplate.py:11(<module>)
        1    0.001    0.001    0.001    0.001 polyutils.py:33(<module>)
        1    0.000    0.000    0.000    0.000 polyutils.py:48(RankWarning)
        1    0.000    0.000    0.000    0.000 polyutils.py:52(PolyError)
        1    0.000    0.000    0.000    0.000 polyutils.py:56(PolyDomainError)
        1    0.000    0.000    0.000    0.000 polyutils.py:69(PolyBase)
        1    0.000    0.000    0.000    0.000 pprint.py:35(<module>)
        1    0.000    0.000    0.000    0.000 pprint.py:81(PrettyPrinter)
        1    0.000    0.000    0.000    0.000 py3k.py:4(<module>)
        2    0.000    0.000    0.013    0.007 random.py:100(seed)
    22775    0.099    0.000    0.104    0.000 random.py:173(randrange)
    22775    0.028    0.000    0.132    0.000 random.py:237(randint)
        1    0.007    0.007    0.025    0.025 random.py:40(<module>)
        1    0.000    0.000    0.000    0.000 random.py:653(WichmannHill)
        1    0.000    0.000    0.000    0.000 random.py:72(Random)
        1    0.000    0.000    0.000    0.000 random.py:803(SystemRandom)
        1    0.000    0.000    0.013    0.013 random.py:91(__init__)
      112    0.000    0.000    0.002    0.000 re.py:144(sub)
       20    0.000    0.000    0.020    0.001 re.py:188(compile)
      132    0.001    0.000    0.021    0.000 re.py:228(_compile)
        1    0.000    0.000    0.000    0.000 records.py:214(record)
        1    0.000    0.000    0.000    0.000 records.py:284(recarray)
        1    0.000    0.000    0.000    0.000 records.py:36(<module>)
        1    0.000    0.000    0.000    0.000 records.py:83(format_parser)
        1    0.005    0.005    0.007    0.007 result.py:1(<module>)
        3    0.000    0.000    0.000    0.000 result.py:14(failfast)
        1    0.000    0.000    0.000    0.000 result.py:26(TestResult)
        1    0.001    0.001    0.002    0.002 runner.py:1(<module>)
        1    0.000    0.000    0.000    0.000 runner.py:119(TextTestRunner)
        1    0.000    0.000    0.000    0.000 runner.py:12(_WritelnDecorator)
        1    0.000    0.000    0.000    0.000 runner.py:28(TextTestResult)
        1    0.000    0.000    0.000    0.000 scimath.py:17(<module>)
        1    0.000    0.000    0.554    0.554 semifractal.py:108(__call__)
        1    0.000    0.000    0.000    0.000 semifractal.py:112(Grid)
        1    0.060    0.060    0.060    0.060 semifractal.py:114(__init__)
        1    0.000    0.000    0.000    0.000 semifractal.py:12(Rules)
    91076    0.049    0.000    0.049    0.000 semifractal.py:127(set)
        1    0.000    0.000    0.000    0.000 semifractal.py:130(PygameRenderer)
        1    0.000    0.000    0.677    0.677 semifractal.py:133(__init__)
        1    0.000    0.000    0.677    0.677 semifractal.py:147(_configure_pygame)
        1    0.000    0.000    0.000    0.000 semifractal.py:152(_configure_graphics)
        1    0.186    0.186    0.271    0.271 semifractal.py:156(render)
        1    0.000    0.000    0.342    0.342 semifractal.py:192(quit)
        1    0.000    0.000    0.000    0.000 semifractal.py:196(AsciiRenderer)
        1    0.000    0.000    1.845    1.845 semifractal.py:249(profiling_test)
    65535    0.084    0.000    0.216    0.000 semifractal.py:29(rule150randomized)
        1    0.000    0.000    0.000    0.000 semifractal.py:38(Generator)
        1    0.000    0.000    0.000    0.000 semifractal.py:41(__init__)
        1    0.000    0.000    0.000    0.000 semifractal.py:45(_generate_seed)
      255    0.082    0.000    0.347    0.001 semifractal.py:57(_calculate_row)
    65790    0.046    0.000    0.049    0.000 semifractal.py:59(_above)
        1    0.010    0.010    2.296    2.296 semifractal.py:6(<module>)
      257    0.001    0.000    0.347    0.001 semifractal.py:68(generate)
        1    0.098    0.098    0.554    0.554 semifractal.py:81(create_grid)
        2    0.000    0.000    0.000    0.000 shape_base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 shutil.py:30(Error)
        1    0.000    0.000    0.000    0.000 shutil.py:33(SpecialFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:37(ExecError)
        1    0.012    0.012    0.012    0.012 shutil.py:5(<module>)
        1    0.001    0.001    0.001    0.001 signals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 signals.py:9(_InterruptHandler)
        1    0.001    0.001    0.006    0.006 sndarray.py:58(<module>)
        1    0.001    0.001    0.001    0.001 spawn.py:7(<module>)
        1    0.000    0.000    0.000    0.000 sprite.py:106(Sprite)
        1    0.000    0.000    0.000    0.000 sprite.py:1213(GroupSingle)
        1    0.000    0.000    0.000    0.000 sprite.py:1292(collide_rect_ratio)
        1    0.000    0.000    0.000    0.000 sprite.py:1372(collide_circle_ratio)
        1    0.000    0.000    0.000    0.000 sprite.py:221(DirtySprite)
        1    0.000    0.000    0.000    0.000 sprite.py:284(AbstractGroup)
        1    0.000    0.000    0.000    0.000 sprite.py:531(Group)
        1    0.000    0.000    0.000    0.000 sprite.py:557(RenderUpdates)
        1    0.000    0.000    0.000    0.000 sprite.py:586(OrderedUpdates)
        1    0.000    0.000    0.000    0.000 sprite.py:613(LayeredUpdates)
        1    0.003    0.003    0.003    0.003 sprite.py:67(<module>)
        1    0.000    0.000    0.000    0.000 sprite.py:943(LayeredDirty)
       38    0.000    0.000    0.002    0.000 sre_compile.py:178(_compile_charset)
       38    0.001    0.000    0.002    0.000 sre_compile.py:207(_optimize_charset)
       52    0.000    0.000    0.000    0.000 sre_compile.py:24(_identityfunction)
        5    0.001    0.000    0.001    0.000 sre_compile.py:258(_mk_bitmap)
   148/21    0.003    0.000    0.006    0.000 sre_compile.py:32(_compile)
       60    0.000    0.000    0.000    0.000 sre_compile.py:354(_simple)
       21    0.000    0.000    0.003    0.000 sre_compile.py:361(_compile_info)
       42    0.000    0.000    0.000    0.000 sre_compile.py:474(isstring)
       21    0.000    0.000    0.009    0.000 sre_compile.py:480(_code)
       21    0.000    0.000    0.020    0.001 sre_compile.py:495(compile)
       15    0.000    0.000    0.000    0.000 sre_compile.py:51(fixup)
      278    0.000    0.000    0.000    0.000 sre_parse.py:126(__len__)
      572    0.001    0.000    0.001    0.000 sre_parse.py:130(__getitem__)
       60    0.000    0.000    0.000    0.000 sre_parse.py:134(__setitem__)
      220    0.000    0.000    0.000    0.000 sre_parse.py:138(append)
   208/81    0.002    0.000    0.002    0.000 sre_parse.py:140(getwidth)
       21    0.000    0.000    0.000    0.000 sre_parse.py:178(__init__)
      667    0.002    0.000    0.002    0.000 sre_parse.py:182(__next)
      341    0.000    0.000    0.001    0.000 sre_parse.py:195(match)
      530    0.001    0.000    0.002    0.000 sre_parse.py:201(get)
       68    0.000    0.000    0.000    0.000 sre_parse.py:210(isident)
        2    0.000    0.000    0.000    0.000 sre_parse.py:213(isdigit)
       13    0.000    0.000    0.000    0.000 sre_parse.py:216(isname)
       36    0.000    0.000    0.000    0.000 sre_parse.py:257(_escape)
    58/21    0.001    0.000    0.010    0.000 sre_parse.py:301(_parse_sub)
    82/21    0.004    0.000    0.010    0.000 sre_parse.py:379(_parse)
       21    0.000    0.000    0.011    0.001 sre_parse.py:663(parse)
       21    0.000    0.000    0.000    0.000 sre_parse.py:67(__init__)
       37    0.000    0.000    0.000    0.000 sre_parse.py:72(opengroup)
       37    0.000    0.000    0.000    0.000 sre_parse.py:83(closegroup)
      148    0.000    0.000    0.000    0.000 sre_parse.py:90(__init__)
       82    0.000    0.000    0.000    0.000 stat.py:24(S_IFMT)
       82    0.000    0.000    0.000    0.000 stat.py:40(S_ISDIR)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:12(DummyArray)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:7(<module>)
        1    0.000    0.000    0.000    0.000 string.py:131(__init__)
        6    0.000    0.000    0.012    0.002 string.py:148(substitute)
      558    0.001    0.000    0.002    0.000 string.py:158(convert)
        2    0.000    0.000    0.000    0.000 string.py:351(find)
        1    0.000    0.000    0.000    0.000 suite.py:1(<module>)
        1    0.000    0.000    0.000    0.000 suite.py:16(BaseTestSuite)
        1    0.000    0.000    0.000    0.000 suite.py:252(_ErrorHolder)
        1    0.000    0.000    0.000    0.000 suite.py:299(_DebugResult)
        1    0.000    0.000    0.000    0.000 suite.py:78(TestSuite)
        1    0.001    0.001    0.320    0.320 surfarray.py:61(<module>)
        1    0.000    0.000    0.000    0.000 sysfont.py:21(<module>)
        1    0.005    0.005    0.017    0.017 threading.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:104(_RLock)
        2    0.000    0.000    0.000    0.000 threading.py:181(Condition)
        1    0.000    0.000    0.000    0.000 threading.py:184(_Condition)
        2    0.000    0.000    0.000    0.000 threading.py:186(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:226(_is_owned)
        1    0.000    0.000    0.000    0.000 threading.py:277(notify)
        1    0.000    0.000    0.000    0.000 threading.py:295(notifyAll)
        1    0.000    0.000    0.000    0.000 threading.py:304(_Semaphore)
        1    0.000    0.000    0.000    0.000 threading.py:352(_BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 threading.py:364(Event)
        1    0.000    0.000    0.000    0.000 threading.py:367(_Event)
        1    0.000    0.000    0.000    0.000 threading.py:371(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:385(set)
        1    0.000    0.000    0.000    0.000 threading.py:424(Thread)
        1    0.000    0.000    0.000    0.000 threading.py:436(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:531(_set_ident)
        1    0.000    0.000    0.000    0.000 threading.py:56(_Verbose)
        4    0.000    0.000    0.000    0.000 threading.py:58(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:63(_note)
        1    0.000    0.000    0.000    0.000 threading.py:733(_Timer)
        1    0.000    0.000    0.000    0.000 threading.py:762(_MainThread)
        1    0.000    0.000    0.000    0.000 threading.py:764(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:771(_set_daemon)
        1    0.000    0.000    0.000    0.000 threading.py:802(_DummyThread)
        1    0.000    0.000    0.000    0.000 twodim_base.py:3(<module>)
        1    0.002    0.002    0.086    0.086 type_check.py:3(<module>)
        1    0.000    0.000    0.000    0.000 ufunclike.py:4(<module>)
        1    0.000    0.000    0.002    0.002 util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 util.py:16(get_platform)
        1    0.003    0.003    0.005    0.005 util.py:5(<module>)
        1    0.001    0.001    0.002    0.002 utils.py:1(<module>)
       55    0.000    0.000    0.000    0.000 utils.py:108(__init__)
       55    0.001    0.000    0.001    0.000 utils.py:113(__call__)
        1    0.000    0.000    0.000    0.000 utils.py:1353(WarningMessage)
        1    0.000    0.000    0.000    0.000 utils.py:1383(WarningManager)
       55    0.001    0.000    0.002    0.000 utils.py:157(deprecate)
        1    0.002    0.002    0.002    0.002 utils.py:3(<module>)
       55    0.000    0.000    0.000    0.000 utils.py:93(_set_function_name)
        1    0.000    0.000    0.000    0.000 utils.py:97(_Deprecate)
        1    0.000    0.000    0.000    0.000 utils.py:979(SafeEval)
        1    0.000    0.000    0.000    0.000 version.py:28(<module>)
        1    0.000    0.000    0.000    0.000 version.py:3(<module>)
        1    0.000    0.000    0.001    0.001 warnings.py:45(filterwarnings)
        1    0.000    0.000    0.000    0.000 warnings.py:74(simplefilter)
        1    0.000    0.000    0.000    0.000 weakref.py:243(__init__)
        1    0.000    0.000    0.000    0.000 {_ctypes.LoadLibrary}
        2    0.000    0.000    0.000    0.000 {_ctypes.POINTER}
        1    0.000    0.000    0.000    0.000 {_ctypes.set_conversion_mode}
       46    0.000    0.000    0.000    0.000 {_ctypes.sizeof}
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha512}
       21    0.000    0.000    0.000    0.000 {_sre.compile}
       40    0.000    0.000    0.000    0.000 {_sre.getlower}
       18    0.000    0.000    0.000    0.000 {_struct.calcsize}
        8    0.000    0.000    0.000    0.000 {all}
        1    0.000    0.000    0.000    0.000 {binascii.hexlify}
      256    0.000    0.000    0.000    0.000 {chr}
        2    0.000    0.000    0.000    0.000 {dir}
        1    0.000    0.000    0.000    0.000 {eval}
        2    0.000    0.000    0.000    0.000 {function seed at 0x024174F0}
      508    0.001    0.000    0.001    0.000 {getattr}
       81    0.000    0.000    0.000    0.000 {globals}
        6    0.000    0.000    0.000    0.000 {hasattr}
       28    0.000    0.000    0.000    0.000 {imp.acquire_lock}
        2    0.011    0.006    0.011    0.006 {imp.find_module}
       28    0.000    0.000    0.000    0.000 {imp.release_lock}
     1460    0.001    0.000    0.001    0.000 {isinstance}
       27    0.000    0.000    0.000    0.000 {issubclass}
2864/2785    0.001    0.000    0.001    0.000 {len}
        2    0.000    0.000    0.000    0.000 {locals}
       32    0.000    0.000    0.022    0.001 {map}
        1    0.000    0.000    0.000    0.000 {math.exp}
        2    0.000    0.000    0.000    0.000 {math.log}
        1    0.000    0.000    0.000    0.000 {math.sqrt}
       86    0.000    0.000    0.000    0.000 {max}
        8    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        2    0.000    0.000    0.000    0.000 {method 'acquire' of 'thread.lock' objects}
        6    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
     2973    0.001    0.000    0.001    0.000 {method 'append' of 'list' objects}
    90053    0.084    0.000    0.084    0.000 {method 'blit' of 'pygame.Surface' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
     2222    0.001    0.000    0.001    0.000 {method 'endswith' of 'str' objects}
      535    0.001    0.000    0.001    0.000 {method 'extend' of 'list' objects}
        2    0.000    0.000    0.000    0.000 {method 'fill' of 'pygame.Surface' objects}
        2    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
      261    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
      854    0.000    0.000    0.000    0.000 {method 'group' of '_sre.SRE_Match' objects}
       28    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
        4    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
       38    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
        8    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
       22    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
        5    0.000    0.000    0.000    0.000 {method 'iteritems' of 'dict' objects}
       86    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
       17    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
     2372    0.001    0.000    0.001    0.000 {method 'lower' of 'str' objects}
       37    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
       57    0.000    0.000    0.000    0.000 {method 'match' of '_sre.SRE_Pattern' objects}
        6    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
    22775    0.005    0.000    0.005    0.000 {method 'random' of '_random.Random' objects}
        1    0.000    0.000    0.000    0.000 {method 'release' of 'thread.lock' objects}
       37    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
      135    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
      168    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
      164    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
       53    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
      298    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
      259    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
      118    0.011    0.000    0.013    0.000 {method 'sub' of '_sre.SRE_Pattern' objects}
      114    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
       60    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
      326    0.000    0.000    0.000    0.000 {min}
       36    0.000    0.000    0.000    0.000 {nt._getfullpathname}
       46    0.004    0.000    0.004    0.000 {nt.access}
        1    0.000    0.000    0.000    0.000 {nt.getcwd}
       26    0.008    0.000    0.008    0.000 {nt.listdir}
       95    0.010    0.000    0.010    0.000 {nt.stat}
        1    0.013    0.013    0.013    0.013 {nt.urandom}
       38    0.001    0.000    0.001    0.000 {numpy.core.multiarray.array}
       21    0.000    0.000    0.000    0.000 {numpy.core.multiarray.empty}
        2    0.000    0.000    0.000    0.000 {numpy.core.multiarray.set_string_function}
        1    0.000    0.000    0.000    0.000 {numpy.core.multiarray.set_typeDict}
        1    0.000    0.000    0.000    0.000 {numpy.core.umath.seterrobj}
      259    0.000    0.000    0.000    0.000 {numpy.lib._compiled_base.add_docstring}
        1    0.000    0.000    0.000    0.000 {open}
      170    0.000    0.000    0.000    0.000 {ord}
        1    0.324    0.324    0.324    0.324 {pygame.base.init}
        1    0.342    0.342    0.342    0.342 {pygame.base.quit}
        1    0.001    0.001    0.001    0.001 {pygame.display.flip}
        1    0.000    0.000    0.000    0.000 {pygame.display.get_surface}
        1    0.269    0.269    0.353    0.353 {pygame.display.set_mode}
      331    0.002    0.000    0.002    0.000 {range}
       45    0.000    0.000    0.000    0.000 {repr}
       11    0.000    0.000    0.000    0.000 {setattr}
       21    0.000    0.000    0.000    0.000 {sys._getframe}
        1    0.000    0.000    0.000    0.000 {sys.exit}
        2    0.000    0.000    0.000    0.000 {sys.getwindowsversion}
        3    0.000    0.000    0.000    0.000 {thread.allocate_lock}
        2    0.000    0.000    0.000    0.000 {thread.get_ident}
        1    0.000    0.000    0.000    0.000 {zip}


